WaterSourceUUID,WaterSourceNativeID,WaterSourceName,WaterSourceTypeCV,WaterQualityIndicatorCV,GNISFeatureNameCV,Geometry
OR_13096,13096, A SPRING/N BAM TREE                              ,storage,Fresh,,
OR_13097,13097,A SPRING/S CLEAR CUT                              ,storage,Fresh,,
OR_13098,13098,A SPRING/SNAKE PEN E                              ,storage,Fresh,,
OR_13099,13099,A SPRING/ALDER SPRING                             ,storage,Fresh,,
OR_13100,13100,A SPRING/N PASTURE E                              ,storage,Fresh,,
OR_13101,13101,A SPRING/N PASTURE W                              ,storage,Fresh,,
OR_13102,13102,A SPRING/LOWER BALDY                              ,storage,Fresh,,
OR_13103,13103,A SPRING/FAR E POND                               ,storage,Fresh,,
OR_13104,13104,UNNAMED STREAM/TEAL POND                          ,storage,Fresh,,
OR_13105,13105,UNNAMED STREAM/SWAMP POND                         ,storage,Fresh,,
OR_13106,13106,A SPRING/W COTTONSEED                             ,storage,Fresh,,
OR_13107,13107,A SPRING/WAGGNERS OPEN                            ,storage,Fresh,,
OR_13108,13108,UNNAMED STREAM/SEA NO 2 RESERVOIR                 ,storage,Fresh,,
OR_13109,13109,UNNAMED STREAM/QUARTZ G RESERVOIR                 ,storage,Fresh,,
OR_13110,13110,UNNAMED STREAM/NO 59 RESERVOIR                    ,storage,Fresh,,
OR_13111,13111,TURNER CR/TURNER RESERVOIR,storage,Fresh,,
OR_13112,13112,TUR CR/TUR RAN 3 RESERVOIR,storage,Fresh,,
OR_13113,13113,TUR CR/TUR RAN 2 RESERVOIR,storage,Fresh,,
OR_13114,13114,PAYNE CR/SIMPSON RESERVOIR,storage,Fresh,,
OR_13115,13115,TUR CR/TUR RAN 4 RESERVOIR,storage,Fresh,,
OR_13116,13116,HRS COR CR/TAB 1 RESERVOIR,storage,Fresh,,
OR_13117,13117,HRS COR CR/TAB 2 RESERVOIR,storage,Fresh,,
OR_13118,13118,DOG CR/DOG CR P RESERVOIR                         ,storage,Fresh,,
OR_13119,13119,SAGE CR/MC SPRINGS RESERVOIR                      ,storage,Fresh,,
OR_13120,13120,TENT CR/RAB RUN RESERVOIR                         ,storage,Fresh,,
OR_13121,13121,TENT CR/S WIL CR RESERVOIR                        ,storage,Fresh,,
OR_13122,13122,NORTH FORK OWY R/N FORK 2 RIVER                   ,storage,Fresh,,
OR_13123,13123,L ANT CR/CAMPBELL RIVER                           ,storage,Fresh,,
OR_13124,13124,TOP CR/L WILDHORSE RIVER                          ,storage,Fresh,,
OR_13125,13125,SOLD CR/GRENKE 1 RESERVOIR                        ,storage,Fresh,,
OR_13126,13126,POR CAN/PORCUPINE RIVER                           ,storage,Fresh,,
OR_13127,13127,SOLD CR/FENCELINE RIVER                           ,storage,Fresh,,
OR_13128,13128,RUNOFF/DRY CR RESERVOIR                           ,storage,Fresh,,
OR_13129,13129,TOPPIN CR/BLACK B RIVER                           ,storage,Fresh,,
OR_13130,13130,ANT CR/STARV WTR RIVER                            ,storage,Fresh,,
OR_13131,13131,COY CR/UP COY PT RESERVOIR                        ,storage,Fresh,,
OR_13132,13132,RUNOFF/OPTIMISM RESERVOIR                         ,storage,Fresh,,
OR_13133,13133,WEST LITTLE OWY/NICE RIVER                        ,storage,Fresh,,
OR_13134,13134,IND CAN/SPILLWAY RESERVOIR                        ,storage,Fresh,,
OR_13135,13135,TOPPIN CR/RICK RESERVOIR                          ,storage,Fresh,,
OR_13136,13136,FIELD CR/DESP RESERVOIR                           ,storage,Fresh,,
OR_13137,13137,DEER CR/ROCK PIT RESERVOIR                        ,storage,Fresh,,
OR_13138,13138,OWYHEE R/HANSEN CAN                               ,storage,Fresh,,
OR_13139,13139,COYOTE CR/COYOTE PT                               ,storage,Fresh,,
OR_13140,13140,BONE CAN                                          ,storage,Fresh,,
OR_13141,13141,CROOKED CR/LITTLE RS                              ,storage,Fresh,,
OR_13142,13142,TUDOR CAN/BOWDEN SPRING                           ,storage,Fresh,,
OR_13143,13143,CROOKED CR/TINY RESERVOIR                         ,storage,Fresh,,
OR_13144,13144,L ANTLP CR/LOST FORK                              ,storage,Fresh,,
OR_13145,13145,BLUE CAN                                          ,storage,Fresh,,
OR_13146,13146,CASTLE ROCK CREEK                                 ,storage,Fresh,,
OR_13147,13147,CURREY CAN                                        ,storage,Fresh,,
OR_13148,13148,DEADMAN CREEK,storage,Fresh,,
OR_13149,13149,MALHEUR RIVER,storage,Fresh,,
OR_13150,13150,HAPPY CAN,storage,Fresh,,
OR_13151,13151,VISHER CR/SWAMP CR RIVER                          ,storage,Fresh,,
OR_13152,13152,EASTSWAMP CR/N SWAMP 2                            ,storage,Fresh,,
OR_13153,13153,JERRY CAN/PONDEROSA1                              ,storage,Fresh,,
OR_13154,13154,EASTSWAMP CR/N SWAMP 1                            ,storage,Fresh,,
OR_13155,13155,JERRY CAN/PONDEROSA2                              ,storage,Fresh,,
OR_13156,13156,SAND HOL/M S HOL RESERVOIR                        ,storage,Fresh,,
OR_13157,13157,MALHEUR R/VINES HILL                              ,storage,Fresh,,
OR_13158,13158,MILLER CR/NO NAME RS                              ,storage,Fresh,,
OR_13159,13159,CLOVER CR/HAWKEYE RS                              ,storage,Fresh,,
OR_13160,13160,CLOVER CR/TWO ROADS                               ,storage,Fresh,,
OR_13161,13161,SF INDIAN CR/TRAIL                                ,storage,Fresh,,
OR_13162,13162,WILLOW CR/HOPE BT 1                               ,storage,Fresh,,
OR_13163,13163,POLE CR/HIGH LINE RS                              ,storage,Fresh,,
OR_13164,13164,PT RDG CR/BOSTIC LAKE                             ,storage,Fresh,,
OR_13165,13165,BENSON CR/LTLE VLY                                ,storage,Fresh,,
OR_13166,13166,BIRCH CR/E HODKINS                                ,storage,Fresh,,
OR_13167,13167,HOOKER G/KIRBY RESERVOIR                          ,storage,Fresh,,
OR_13168,13168,STORE G/BRUSH RESERVOIR                           ,storage,Fresh,,
OR_13169,13169,CHAMBEAM D/LWR BNMRK                              ,storage,Fresh,,
OR_13170,13170,PRITCHARD CR/BUG W H                              ,storage,Fresh,,
OR_13171,13171,ALDER CR/H RESERVOIR                              ,storage,Fresh,,
OR_13172,13172,STORIE G/NO VIEW RESERVOIR                        ,storage,Fresh,,
OR_13173,13173,DIXIE CR/I 84 RESERVOIR                           ,storage,Fresh,,
OR_13174,13174,CLEAR CR/TABLE MTN                                ,storage,Fresh,,
OR_13175,13175,ALDER CR/DRY G WTHLE                              ,storage,Fresh,,
OR_13176,13176,ALDER CR/E RESERVOIR                              ,storage,Fresh,,
OR_13177,13177,BIRCH CR/E CINDER RS                              ,storage,Fresh,,
OR_13178,13178,ALDER CR/FIVE JUNPR                               ,storage,Fresh,,
OR_13179,13179,MARBLE CR/BURNT R 3                               ,storage,Fresh,,
OR_13180,13180,BEAVER CR/TABLE MTN                               ,storage,Fresh,,
OR_13181,13181,BEAVER CR/ROCKY TOP                               ,storage,Fresh,,
OR_13182,13182,CHAMBEAM D/UPR COYOT                              ,storage,Fresh,,
OR_13183,13183,BURNT R/DEVILS HORN                               ,storage,Fresh,,
OR_13184,13184,CHAMBEAM/N MCELROY 1                              ,storage,Fresh,,
OR_13185,13185,CHAMBEAM/N MCELROY 2                              ,storage,Fresh,,
OR_13186,13186,CLEAR CR/GRASTY 22 RIVER                          ,storage,Fresh,,
OR_13187,13187,DURBIN CR/CINDER BTE                              ,storage,Fresh,,
OR_13188,13188,SALT CR/SEC 31 RESERVOIR                          ,storage,Fresh,,
OR_13189,13189,SMITH D/SEC 17 NO 2                               ,storage,Fresh,,
OR_13190,13190,POWDER R/FOSTER R 3                               ,storage,Fresh,,
OR_13191,13191,POWDER R/FOSTER R 1                               ,storage,Fresh,,
OR_13192,13192,RUCKLES CR/TROUGH RS                              ,storage,Fresh,,
OR_13193,13193,SAG CR/BONE FLAT RESERVOIR                        ,storage,Fresh,,
OR_13194,13194,RITTER CR/PICELO RESERVOIR                        ,storage,Fresh,,
OR_13195,13195,SARDINE CR/BIEBER RS                              ,storage,Fresh,,
OR_13196,13196,FOSTER G/BONE FLT RS                              ,storage,Fresh,,
OR_13197,13197,SALT CR/RITCHIE RESERVOIR                         ,storage,Fresh,,
OR_13198,13198,POWDER R/FOSTER RDG2                              ,storage,Fresh,,
OR_13199,13199,SMITH D/SEC 17 NO 4                               ,storage,Fresh,,
OR_13200,13200,RUCKLES CR/RUCKLES 4                              ,storage,Fresh,,
OR_13201,13201,RUCKLES CR/RIFLE RGE                              ,storage,Fresh,,
OR_13202,13202,RUCKLES CR/RUCKLES 3                              ,storage,Fresh,,
OR_13203,13203,SMITH D/BEER BOTTLE                               ,storage,Fresh,,
OR_13204,13204,POWDER R/FOSTER RG 4                              ,storage,Fresh,,
OR_13205,13205,MAGPIE CR/GREEN PAS                               ,storage,Fresh,,
OR_13206,13206,SMITH D/SUMMIT 1 RESERVOIR                        ,storage,Fresh,,
OR_13207,13207,POWDER R/ROUGH RD RS                              ,storage,Fresh,,
OR_13208,13208,SQUAW CR/SQUAW RESERVOIR                          ,storage,Fresh,,
OR_13209,13209,SMITH D/SEC 17 NO 3                               ,storage,Fresh,,
OR_13210,13210,SMITH D/SEC 17 NO 1                               ,storage,Fresh,,
OR_13211,13211,WHTHORSE CR/SAY WHEN                              ,storage,Fresh,,
OR_13212,13212,UNNAMED STREAM/BIG INDIAN RIVER                   ,storage,Fresh,,
OR_13213,13213,UNNAMED STREAM/LTL DUCK RESERVOIR                 ,storage,Fresh,,
OR_13214,13214,UNNAMED STREAM/BATEMAN RESERVOIR                  ,storage,Fresh,,
OR_13215,13215,UNNAMED STREAM/RESERVOIR 48 0                     ,storage,Fresh,,
OR_13216,13216,UNNAMED STREAM/48 0 RES 1                         ,storage,Fresh,,
OR_13217,13217,UNNAMED STREAM/48 0 RES 2                         ,storage,Fresh,,
OR_13218,13218,UNNAMED STREAM/48 0 RESERVOIR                     ,storage,Fresh,,
OR_13219,13219,UNNAMED STREAM/68 0 RES 1                         ,storage,Fresh,,
OR_13220,13220,UNNAMED STREAM/68 0 RES 2                         ,storage,Fresh,,
OR_13221,13221,CHINA GULCH                                       ,storage,Fresh,,
OR_13222,13222,DOWNEY CREEK                                      ,storage,Fresh,,
OR_13223,13223,UNNAMED STREAM/68 0 RESERVOIR                     ,storage,Fresh,,
OR_13224,13224,ROARING CR/RESERVOIR                              ,storage,Fresh,,
OR_13225,13225,UNNAMED STREAM/BOX SPRING RESERVOIR               ,storage,Fresh,,
OR_13226,13226,UNNAMED STREAM/RESERVOIR 48                       ,storage,Fresh,,
OR_13227,13227,UNNAMED STREAM/RESERVOIR 58                       ,storage,Fresh,,
OR_13228,13228,UNNAMED STREAM/RESERVOIR 58 4208                  ,storage,Fresh,,
OR_13229,13229,UNNAMED STREAM/RESERVOIR 58 0                     ,storage,Fresh,,
OR_13230,13230,UNNAMED STREAM/58 0                              ,storage,Fresh,,
OR_13231,13231,UNNAMED STREAM/RESERVOIR NEW 48 0                 ,storage,Fresh,,
OR_13232,13232,UNNAMED STREAM/TIMBERED RK                        ,storage,Fresh,,
OR_13233,13233,SMITH CR/SMITH CR RIVER                           ,storage,Fresh,,
OR_13234,13234,UNNAMED STREAM/CANYON CR RIVER                    ,storage,Fresh,,
OR_13235,13235,UNNAMED STREAM/CLEV RIDGE RIVER                   ,storage,Fresh,,
OR_13236,13236,UNNAMED STREAM/CLEV RID R 2                       ,storage,Fresh,,
OR_13237,13237,UNNAMED STREAM/CLEV RID H RIVER                   ,storage,Fresh,,
OR_13238,13238,UNNAMED STREAM/WALPOLE CREEK                      ,storage,Fresh,,
OR_13239,13239,UNNAMED STREAM/WALPOLE CR 2                       ,storage,Fresh,,
OR_13240,13240,R FORK SALT CR/E SALT                             ,storage,Fresh,,
OR_13241,13241,A SPRING/ROCK CR RESERVOIR                        ,storage,Fresh,,
OR_13242,13242,UNNAMED STREAM/SKELETON MTN                       ,storage,Fresh,,
OR_13243,13243,UNNAMED STREAM/ASH FLAT 2                         ,storage,Fresh,,
OR_13244,13244,CEDAR SPRINGS CR/1/5 M                            ,storage,Fresh,,
OR_13245,13245,UNNAMED STREAM/RATLESNAKE RIVER                   ,storage,Fresh,,
OR_13246,13246,UNNAMED STREAM/PHOTO LT 2 RIVER                   ,storage,Fresh,,
OR_13247,13247,UNNAMED STREAM/BIG FROGS RIVER                    ,storage,Fresh,,
OR_13248,13248,UNNAMED STREAM/SALT CR RDG                        ,storage,Fresh,,
OR_13249,13249,A SPRING/BOWEN CR RESERVOIR                       ,storage,Fresh,,
OR_13250,13250,UNNAMED STREAM/ALLOTMENT 15                       ,storage,Fresh,,
OR_13251,13251,UNNAMED STREAM/ESMOND MTN                         ,storage,Fresh,,
OR_13252,13252,UNNAMED STREAM/UPR SALT CREEK                     ,storage,Fresh,,
OR_13253,13253,WASSON CAN/WASSON CN                              ,storage,Fresh,,
OR_13254,13254,UNNAMED STREAM/WASSON CAN 2                       ,storage,Fresh,,
OR_13255,13255,A SPRING/N COVE CR 4 RS                           ,storage,Fresh,,
OR_13256,13256,A SPRING/COVE CR 3 RESERVOIR                      ,storage,Fresh,,
OR_13257,13257,UNNAMED STREAM/JNY CR RES 2                       ,storage,Fresh,,
OR_13258,13258,HOXIE CR/HOXIE CR RS                              ,storage,Fresh,,
OR_13259,13259,UNNAMED STREAM/SODA CR 2 RS                       ,storage,Fresh,,
OR_13260,13260,UNNAMED STREAM/CRANE P RESERVOIR                  ,storage,Fresh,,
OR_13261,13261,BEAVER CR/BEAVER CR2                              ,storage,Fresh,,
OR_13262,13262,UNNAMED STREAM/NORRIS RESERVOIR                   ,storage,Fresh,,
OR_13263,13263,UNNAMED STREAM/LOST L RESERVOIR                   ,storage,Fresh,,
OR_13264,13264,A SPRING/BALDY CR RESERVOIR                       ,storage,Fresh,,
OR_13265,13265,UNNAMED STREAM/BALD MTN RESERVOIR                 ,storage,Fresh,,
OR_13266,13266,UNNAMED STREAM/L CR RESERVOIR                     ,storage,Fresh,,
OR_13267,13267,UNNAMED STREAM/JENNY CREEK                        ,storage,Fresh,,
OR_13268,13268,UNNAMED STREAM/BRUSH MTN                          ,storage,Fresh,,
OR_13269,13269,RUNOFF/BETWEEN POND                               ,storage,Fresh,,
OR_13270,13270,RUNOFF/COLLIE POND                                ,storage,Fresh,,
OR_13271,13271,RUNOFF/DIVIDE POND                                ,storage,Fresh,,
OR_13272,13272,RUNOFF/TAMMY POND                                 ,storage,Fresh,,
OR_13273,13273,RUNOFF/UPPER FELLER                               ,storage,Fresh,,
OR_13274,13274,RUNOFF/POST POND                                  ,storage,Fresh,,
OR_13275,13275,RUNOFF/L FELLER POND                              ,storage,Fresh,,
OR_13276,13276,UNNAMED STREAM/ELK WALLOW                         ,storage,Fresh,,
OR_13277,13277,A SPRING/BUCKET POND                              ,storage,Fresh,,
OR_13278,13278,UNNAMED STREAM/BADGER HOLE                        ,storage,Fresh,,
OR_13279,13279,RUNOFF/CHINA CR POND                              ,storage,Fresh,,
OR_13280,13280,A SPRING/ADOBE POND                               ,storage,Fresh,,
OR_13281,13281,UNNAMED STREAM/DIKE POND                          ,storage,Fresh,,
OR_13282,13282,UNNAMED STREAM/MIDWAY POND                        ,storage,Fresh,,
OR_13283,13283,A SPRING/PIZZA POND                               ,storage,Fresh,,
OR_13284,13284,RUNOFF/LITTLE POND                                ,storage,Fresh,,
OR_13285,13285,UNNAMED STREAM/FORKS RESERVOIR                    ,storage,Fresh,,
OR_13286,13286,UNNAMED STREAM/POLECAT POND                       ,storage,Fresh,,
OR_13287,13287,A SPRING/BIRDSONG POND                            ,storage,Fresh,,
OR_13288,13288,UNNAMED STREAM/SHADY REST                         ,storage,Fresh,,
OR_13289,13289,A SPRING/STUMP POND                               ,storage,Fresh,,
OR_13290,13290,SPRS/DEMPSEY SPUR                                 ,storage,Fresh,,
OR_13291,13291,RUNOFF/POWERLINE                                  ,storage,Fresh,,
OR_13292,13292,A SPRING/CABIN POND                               ,storage,Fresh,,
OR_13293,13293,RUNOFF/FENDER POND                                ,storage,Fresh,,
OR_13294,13294,RUNOFF/LODGE POLE                                 ,storage,Fresh,,
OR_13295,13295,RUNOFF/RED POND                                   ,storage,Fresh,,
OR_13296,13296,RUNOFF/FARMER JACK                                ,storage,Fresh,,
OR_13297,13297,RUNOFF/TRAIL POND                                 ,storage,Fresh,,
OR_13298,13298,RUNOFF/RUGG POND                                  ,storage,Fresh,,
OR_13299,13299,RUNOFF/LANSING POND                               ,storage,Fresh,,
OR_13300,13300,RUNOFF/FOWLER POND                                ,storage,Fresh,,
OR_13301,13301,A SPRING/THORN SPRING PD                          ,storage,Fresh,,
OR_13302,13302,A SPRING/GILKISON RD PD                           ,storage,Fresh,,
OR_13303,13303,RUNOFF/SHADY REST PD                              ,storage,Fresh,,
OR_13304,13304,A STR/SHOE CAMP POND                              ,storage,Fresh,,
OR_13305,13305,A STR/UPR HUNTER PD                               ,storage,Fresh,,
OR_13306,13306,RUNOFF/TURN PD RESERVOIR                          ,storage,Fresh,,
OR_13307,13307,RUNOFF/RED BRIDGE PD                              ,storage,Fresh,,
OR_13308,13308,UNNAMED ST/POND                                   ,storage,Fresh,,
OR_13309,13309,RUNOFF/COUGAR PT PD                               ,storage,Fresh,,
OR_13310,13310,A STR/LWR MILL CORRL                              ,storage,Fresh,,
OR_13311,13311,RUNOFF/TIP TOP CORRL                              ,storage,Fresh,,
OR_13312,13312,RUNOFF/BULL HOLLOW                                ,storage,Fresh,,
OR_13313,13313,A ST/UNNAMED PD RESERVOIR                         ,storage,Fresh,,
OR_13314,13314,A ST/X POND RESERVOIR                             ,storage,Fresh,,
OR_13315,13315,RUNOFF/UNNAMED POND                               ,storage,Fresh,,
OR_13316,13316,RUNOFF/LIMBERJIM 2                                ,storage,Fresh,,
OR_13317,13317,RUNOFF/ROCK POND                                  ,storage,Fresh,,
OR_13318,13318,RUNOFF/GRAVEL PIT                                 ,storage,Fresh,,
OR_13319,13319,RUNOFF/FREEWAY POND                               ,storage,Fresh,,
OR_13320,13320,RUNOFF/RED RIDGE                                  ,storage,Fresh,,
OR_13321,13321,UNNAMED STREAM/LOWER MILL                         ,storage,Fresh,,
OR_13322,13322,UNNAMED STREAM/BULL HOLLOW                        ,storage,Fresh,,
OR_13323,13323,RUNOFF/SPR RIDGE 2                                ,storage,Fresh,,
OR_13324,13324,RUNOFF/SPR/RIDGE 1                                ,storage,Fresh,,
OR_13325,13325,UNNAMED STREAM/LOWER SPRING CREEK                 ,storage,Fresh,,
OR_13326,13326,RUNOFF/FORK POND                                  ,storage,Fresh,,
OR_13327,13327,RUNOFF/TWIN POND 2                                ,storage,Fresh,,
OR_13328,13328,RUNOFF/ROADSIDE 1                                 ,storage,Fresh,,
OR_13329,13329,A SPRING/ROADSIDE 2                               ,storage,Fresh,,
OR_13330,13330,COON SPRING/COON SPRING 2                         ,storage,Fresh,,
OR_13331,13331,RUNOFF/OTIS FLAT 2                                ,storage,Fresh,,
OR_13332,13332,RUNOFF/OTIS FLAT 3                                ,storage,Fresh,,
OR_13333,13333,RUNOFF/M AVENUE                                   ,storage,Fresh,,
OR_13334,13334,RUNOFF/UNN POND                                   ,storage,Fresh,,
OR_13335,13335,RED SPRING/RED SPRING POND                        ,storage,Fresh,,
OR_13336,13336,UNNAMED STREAM/CHIMNEY POND                       ,storage,Fresh,,
OR_13337,13337,CABBAGE SPRING/CABBAGE                            ,storage,Fresh,,
OR_13338,13338,RUNOFF/BASIN POND                                 ,storage,Fresh,,
OR_13339,13339,RUNOFF/TYBO POND                                  ,storage,Fresh,,
OR_13340,13340,RUNOFF/DAM ROAD POND                              ,storage,Fresh,,
OR_13341,13341,RUNOFF/OTIS FLAT 1                                ,storage,Fresh,,
OR_13342,13342,PICKLE SPRING/RESERVOIR                           ,storage,Fresh,,
OR_13343,13343,RUNOFF/ELKANA 2                                   ,storage,Fresh,,
OR_13344,13344,RUNOFF/ELKANA 3                                   ,storage,Fresh,,
OR_13345,13345,RUNOFF/THREE POND 2                               ,storage,Fresh,,
OR_13346,13346,RUNOFF/THREE POND 3                               ,storage,Fresh,,
OR_13347,13347,A SPRING/FERRIN POND,storage,Fresh,,
OR_13348,13348,RUNOFF/BOUNDARY                                   ,storage,Fresh,,
OR_13349,13349,RUNOFF/ELKANA POND                                ,storage,Fresh,,
OR_13350,13350,PORTUGESE SPRING/RESERVOIR                        ,storage,Fresh,,
OR_13351,13351,RUNOFF/THREE POND                                 ,storage,Fresh,,
OR_13352,13352,MCCARTY SPRING/MCCARTY                            ,storage,Fresh,,
OR_13353,13353,UNNAMED STREAM/TWIN POND 1                        ,storage,Fresh,,
OR_13354,13354,COON SPRING/COON SPRING                           ,storage,Fresh,,
OR_13355,13355,RUNOFF/COON RIDGE                                 ,storage,Fresh,,
OR_13356,13356,A SPRING/LWR REDS RESERVOIR                       ,storage,Fresh,,
OR_13357,13357,RUNOFF/BUCK CR 37                                 ,storage,Fresh,,
OR_13358,13358,A SPRING/BUCK CR 38                               ,storage,Fresh,,
OR_13359,13359,UNNAMED ST/FINE PD 6                              ,storage,Fresh,,
OR_13360,13360,RUNOFF/FINE PD 7                                  ,storage,Fresh,,
OR_13361,13361,RUNOFF/LOG CR 30                                  ,storage,Fresh,,
OR_13362,13362,UNNAMED ST/LOG CR 36                              ,storage,Fresh,,
OR_13363,13363,RUNOFF/FINE PD 1                                  ,storage,Fresh,,
OR_13364,13364,RUNOFF/FINE PD 2                                  ,storage,Fresh,,
OR_13365,13365,A STR/CHESNIMNUS 37                               ,storage,Fresh,,
OR_13366,13366,A STR/CHESNIMNUS 84                               ,storage,Fresh,,
OR_13367,13367,A STR/CHESNIMNUS 86                               ,storage,Fresh,,
OR_13368,13368,A STR/CHESNIMNUS 87                               ,storage,Fresh,,
OR_13369,13369,A STR/CHESNIMNUS 134                              ,storage,Fresh,,
OR_13370,13370,A SPRING/TRYON RANCH PD                           ,storage,Fresh,,
OR_13371,13371,A STR/JENNY CORRAL GULCH                          ,storage,Fresh,,
OR_13372,13372,A STR/HORSE CR PD 1                               ,storage,Fresh,,
OR_13373,13373,A STR/HORSE CR PD 2                               ,storage,Fresh,,
OR_13374,13374,A STR/HORSE CR PD 3                               ,storage,Fresh,,
OR_13375,13375,A STR/HORSE CR PD 4                               ,storage,Fresh,,
OR_13376,13376,A STR/HORSE CR PD 5                               ,storage,Fresh,,
OR_13377,13377,UNNAMED STREAM/RESERVOIR B80                      ,storage,Fresh,,
OR_13378,13378,UNNAMED STREAM/RESERVOIR B122                     ,storage,Fresh,,
OR_13379,13379,UNNAMED STREAM/RESERVOIR B124                     ,storage,Fresh,,
OR_13380,13380,A SPRING/RESERVOIR B127                           ,storage,Fresh,,
OR_13381,13381,UNNAMED STREAM/RESERVOIR B133                     ,storage,Fresh,,
OR_13382,13382,UNNAMED STREAM/RESERVOIR B74                      ,storage,Fresh,,
OR_13383,13383,UNNAMED STREAM/RESERVOIR B76                      ,storage,Fresh,,
OR_13384,13384,UNNAMED STREAM/RESERVOIR B81                      ,storage,Fresh,,
OR_13385,13385,UNNAMED STREAM/RESERVOIR B82                      ,storage,Fresh,,
OR_13386,13386,UNNAMED STREAM/RESERVOIR B83                      ,storage,Fresh,,
OR_13387,13387,UNNAMED STREAM/RESERVOIR B84                      ,storage,Fresh,,
OR_13388,13388,UNNAMED STREAM/RESERVOIR B85                      ,storage,Fresh,,
OR_13389,13389,UNNAMED STREAM/RESERVOIR B86                      ,storage,Fresh,,
OR_13390,13390,UNNAMED STREAM/RESERVOIR B66                      ,storage,Fresh,,
OR_13391,13391,UNNAMED STREAM/RESERVOIR B77                      ,storage,Fresh,,
OR_13392,13392,UNNAMED STREAM/RESERVOIR B04                      ,storage,Fresh,,
OR_13393,13393,UNNAMED STREAM/RESERVOIR B11                      ,storage,Fresh,,
OR_13394,13394,UNNAMED STREAM/RESERVOIR B48                      ,storage,Fresh,,
OR_13395,13395,UNNAMED STREAM/RESERVOIR B54                      ,storage,Fresh,,
OR_13396,13396,UNNAMED STREAM/RESERVOIR B58                      ,storage,Fresh,,
OR_13397,13397,UNNAMED STREAM/RESERVOIR B59                      ,storage,Fresh,,
OR_13398,13398,UNNAMED STREAM/RESERVOIR B104                     ,storage,Fresh,,
OR_13399,13399,UNNAMED STREAM/RESERVOIR B105                     ,storage,Fresh,,
OR_13400,13400,UNNAMED STREAM/RESERVOIR B106                     ,storage,Fresh,,
OR_13401,13401,UNNAMED STREAM/RESERVOIR B107                     ,storage,Fresh,,
OR_13402,13402,UNNAMED STREAM/RESERVOIR B136                     ,storage,Fresh,,
OR_13403,13403,UNNAMED STREAM/RESERVOIR B41                      ,storage,Fresh,,
OR_13404,13404,UNNAMED STREAM/RESERVOIR B51                      ,storage,Fresh,,
OR_13405,13405,HUCKLEBERRY/RESERVOIR B55                         ,storage,Fresh,,
OR_13406,13406,HUCKLEBERRY/RESERVOIR B56                         ,storage,Fresh,,
OR_13407,13407,HUCKLEBERRY/RESERVOIR B57                         ,storage,Fresh,,
OR_13408,13408,UNNAMED STREAM/RESERVOIR B158                     ,storage,Fresh,,
OR_13409,13409,CAN SPRING CREEK                                  ,storage,Fresh,,
OR_13410,13410,LOOKOUT CREEK                                     ,storage,Fresh,,
OR_13411,13411,KERMAN SPRING                                     ,storage,Fresh,,
OR_13412,13412,MILL FLAT CREEK                                  ,storage,Fresh,,
OR_13413,13413,THOMAS CREEK                                      ,storage,Fresh,,
OR_13414,13414,MESSMAN CR/RESERVOIR L34                          ,storage,Fresh,,
OR_13415,13415,TOM YOUNG CR/RESERVOIR L38                        ,storage,Fresh,,
OR_13416,13416,COLD CR/RESERVOIR L39                             ,storage,Fresh,,
OR_13417,13417,A SPRING/RESERVOIR L87                            ,storage,Fresh,,
OR_13418,13418,MUD SPRING/RESERVOIR 119                          ,storage,Fresh,,
OR_13419,13419,MUD SPRING/RESERVOIR 120                          ,storage,Fresh,,
OR_13420,13420,WHITE SPRING                                      ,storage,Fresh,,
OR_13421,13421,4 MILE CR/RESERVOIR L136B                         ,storage,Fresh,,
OR_13422,13422,4 MILE CR/RESERVOIR L136L                         ,storage,Fresh,,
OR_13423,13423,ROCK CR/RESERVOIR L159                            ,storage,Fresh,,
OR_13424,13424,MCCOIN CR/RESERVOIR L194                          ,storage,Fresh,,
OR_13425,13425,MCCOIN CR/RESERVOIR L195                          ,storage,Fresh,,
OR_13426,13426,MCCOIN CR/RESERVOIR L200                          ,storage,Fresh,,
OR_13427,13427,MCCOIN CR/RESERVOIR L203                          ,storage,Fresh,,
OR_13428,13428,EF MCCOIN CR/L220                                 ,storage,Fresh,,
OR_13429,13429,A SPRING/RESERVOIR L226                           ,storage,Fresh,,
OR_13430,13430,A SPRING/RESERVOIR L227                           ,storage,Fresh,,
OR_13431,13431,MILL SPRING                                       ,storage,Fresh,,
OR_13432,13432,RUNOFF/RESERVOIR L229                             ,storage,Fresh,,
OR_13433,13433,DISMAL CR/RESERVOIR L234                          ,storage,Fresh,,
OR_13434,13434,UNNAMED STREAM/RESERVOIR L235                     ,storage,Fresh,,
OR_13435,13435,RUNOFF/RESERVOIR P26                              ,storage,Fresh,,
OR_13436,13436,RUNOFF/RESERVOIR P27                              ,storage,Fresh,,
OR_13437,13437,RUNOFF/RESERVOIR P28                              ,storage,Fresh,,
OR_13438,13438,RUNOFF/RESERVOIR P29                              ,storage,Fresh,,
OR_13439,13439,RUNOFF/RESERVOIR P32                              ,storage,Fresh,,
OR_13440,13440,RUNOFF/RESERVOIR P33                              ,storage,Fresh,,
OR_13441,13441,RUNOFF/RESERVOIR P95                              ,storage,Fresh,,
OR_13442,13442,RUNOFF/RESERVOIR P99                              ,storage,Fresh,,
OR_13443,13443,RUNOFF/RESERVOIR P150                             ,storage,Fresh,,
