WaterSourceUUID,WaterSourceNativeID,WaterSourceName,WaterSourceTypeCV,WaterQualityIndicatorCV,GNISFeatureNameCV,Geometry
OR_6418,6418,UNNAMED STR 2/RS                                 ,surface water,Fresh,,
OR_6419,6419,LAMB WE 2                                         ,groundwater,Fresh,,
OR_6420,6420,LAMB WE 3                                         ,groundwater,Fresh,,
OR_6421,6421,GARRIGUS CR/RS                                    ,surface water,Fresh,,
OR_6422,6422,CONSTANCE CREEK                                  ,surface water,Fresh,,
OR_6423,6423,UNNAMED GULCH/SKOU RESERVOIR                      ,surface water,Fresh,,
OR_6424,6424,SACHALLBERGER WELL                                ,groundwater,Fresh,,
OR_6425,6425,UNNAMED STREAM/RESERVOIR 1 & 2                    ,surface water,Fresh,,
OR_6426,6426,UNNAMED STREAM/WALKERS P                          ,surface water,Fresh,,
OR_6427,6427,SAVARD WELL #1                                    ,groundwater,Fresh,,
OR_6428,6428,CAWRSE WELL 3                                     ,groundwater,Fresh,,
OR_6429,6429,CAWRSE WELL 1                                     ,groundwater,Fresh,,
OR_6430,6430,WITHERS WELL 2                                    ,groundwater,Fresh,,
OR_6431,6431,SPRING FLOW/RES                                  ,surface water,Fresh,,
OR_6432,6432,SOUTH FORK CHICKAHOMINY CREEK,surface water,Fresh,,
OR_6433,6433,MADDYS POND                                       ,surface water,Fresh,,
OR_6434,6434,A SPRING CREEK                                    ,surface water,Fresh,,
OR_6435,6435,GEDDES PIT                                        ,groundwater,Fresh,,
OR_6436,6436,PINE EAGLE SCH WE 1                               ,groundwater,Fresh,,
OR_6437,6437,WINKLE L,surface water,Fresh,,
OR_6438,6438,HALEY WELL                                        ,groundwater,Fresh,,
OR_6439,6439,BLACK SAND WELL                                   ,groundwater,Fresh,,
OR_6440,6440,UNNAMED STREAM/PEMBROOK RESERVOIR                 ,surface water,Fresh,,
OR_6441,6441,BRONSON WELL 2                                    ,groundwater,Fresh,,
OR_6442,6442,BRONSON WELL 1                                    ,groundwater,Fresh,,
OR_6443,6443,POWERS CR/RESERVOIR                               ,surface water,Fresh,,
OR_6444,6444,CONNORS L                                         ,surface water,Fresh,,
OR_6445,6445,FLOYD LINN WE                                     ,groundwater,Fresh,,
OR_6446,6446,SUMP IN OLD SL CHAN                               ,groundwater,Fresh,,
OR_6447,6447,ROBINS SL                                         ,surface water,Fresh,,
OR_6448,6448,MULE GULCH,surface water,Fresh,,
OR_6449,6449,UNNAMED STR A                                     ,surface water,Fresh,,
OR_6450,6450,UNNAMED STR B                                     ,surface water,Fresh,,
OR_6451,6451,UNNAMED STR C                                     ,surface water,Fresh,,
OR_6452,6452,UNNAMED STR D                                     ,surface water,Fresh,,
OR_6453,6453,YAMSAY WELL 1                                     ,groundwater,Fresh,,
OR_6454,6454,THOMAS WELL 1                                     ,groundwater,Fresh,,
OR_6455,6455,KUENZI WELL                                       ,groundwater,Fresh,,
OR_6456,6456,WINKLE LAKE,surface water,Fresh,,
OR_6457,6457,ROLLAN CREEK                                      ,surface water,Fresh,,
OR_6458,6458,PALMER RESERVOIR                                  ,surface water,Fresh,,
OR_6459,6459,SOUTH SUMP WELL                                   ,groundwater,Fresh,,
OR_6460,6460,NORTH SUMP WELL                                   ,groundwater,Fresh,,
OR_6461,6461,ROCK CR/U ROCK CR RS                              ,surface water,Fresh,,
OR_6462,6462,UNNAMED STREAM/KORNER RESERVOIR                   ,surface water,Fresh,,
OR_6463,6463,UNNAMED G/MOORE RESERVOIR                         ,surface water,Fresh,,
OR_6464,6464,BLACKWELL CREEK                                  ,surface water,Fresh,,
OR_6465,6465,RAYMOND WE                                        ,groundwater,Fresh,,
OR_6466,6466,COPPERFIELD CREEK                                 ,surface water,Fresh,,
OR_6467,6467,ALDERWOOD RESERVOIR                               ,surface water,Fresh,,
OR_6468,6468,VILES WELL #1                                     ,groundwater,Fresh,,
OR_6469,6469,MICHELE WELL 2A                                   ,groundwater,Fresh,,
OR_6470,6470,MILLER WELL 3                                     ,groundwater,Fresh,,
OR_6471,6471,ASH SWALE,surface water,Fresh,,
OR_6472,6472,POISON SL/FOLEY SL                                ,surface water,Fresh,,
OR_6473,6473,DRY KRUMBO CREEK                                  ,storage,Fresh,,
OR_6474,6474,UNNAMED STREAM/KOELLNER RS                        ,surface water,Fresh,,
OR_6475,6475,SAGE WE                                           ,groundwater,Fresh,,
OR_6476,6476,UNNAMED DRAINAGE CHANN 1                          ,surface water,Fresh,,
OR_6477,6477,UNNAMED DRAINAGE CHANN 2                          ,surface water,Fresh,,
OR_6478,6478,UNNAMED DRAINAGE CHANN 3                          ,surface water,Fresh,,
OR_6479,6479,POWELL WELL 1                                     ,groundwater,Fresh,,
OR_6480,6480,WAMSLEY WELL 1                                    ,groundwater,Fresh,,
OR_6481,6481,BOCHSLER WE                                       ,groundwater,Fresh,,
OR_6482,6482,UNNAMED STREAM/BYE RESERVOIR                      ,surface water,Fresh,,
OR_6483,6483,UNNAMED DRAIN DITCH/RESERVOIR                     ,surface water,Fresh,,
OR_6484,6484,CLARKS SL                                         ,surface water,Fresh,,
OR_6485,6485,TARHEEL CREEK                                     ,surface water,Fresh,,
OR_6486,6486,CAMPBELL WELL 1                                   ,groundwater,Fresh,,
OR_6487,6487,KRUMBO RESERVOIR                                  ,storage,Fresh,,
OR_6488,6488,KRUMBO RESERVOIR                                  ,surface water,Fresh,,
OR_6489,6489,BRYANT L                                          ,surface water,Fresh,,
OR_6490,6490,VAIL CREEK                                        ,surface water,Fresh,,
OR_6491,6491,GLASER WELL 1                                     ,groundwater,Fresh,,
OR_6492,6492,KREGER WELL 1                                     ,groundwater,Fresh,,
OR_6493,6493,WINDMILL WELL                                     ,groundwater,Fresh,,
OR_6494,6494,WOODRUFF WELL 1                                   ,groundwater,Fresh,,
OR_6495,6495,WOODRUFF WELL 4                                   ,groundwater,Fresh,,
OR_6496,6496,STOCK SL                                          ,surface water,Fresh,,
OR_6497,6497,UNNAMED DRAIN DITCH                               ,surface water,Fresh,,
OR_6498,6498,DEVOS WE                                          ,groundwater,Fresh,,
OR_6499,6499,DEWEY WE                                          ,groundwater,Fresh,,
OR_6500,6500,SHERWOOD WE                                       ,groundwater,Fresh,,
OR_6501,6501,THE CANYON/WEE BLG RESERVOIR,surface water,Fresh,,
OR_6502,6502,MILLS WELL 1                                     ,groundwater,Fresh,,
OR_6503,6503,SNAKE CREEK                                       ,surface water,Fresh,,
OR_6504,6504,COYOTE CR/FORD RESERVOIR                          ,surface water,Fresh,,
OR_6505,6505,FAIRVIEW CEM WE                                   ,groundwater,Fresh,,
OR_6506,6506,JACA WE 5                                         ,groundwater,Fresh,,
OR_6507,6507,WEITZEL WE 1                                     ,groundwater,Fresh,,
OR_6508,6508,BRUSH CR/RS                                       ,surface water,Fresh,,
OR_6509,6509,FOX RESERVOIR 2                                   ,surface water,Fresh,,
OR_6510,6510,SLOUGH CHANNEL,surface water,Fresh,,
OR_6511,6511,HOOD ACRES WE #1                                  ,groundwater,Fresh,,
OR_6512,6512,RANDALL WE                                        ,groundwater,Fresh,,
OR_6513,6513,MORRIS WE #1                                     ,groundwater,Fresh,,
OR_6514,6514,PON WELL 19                                       ,groundwater,Fresh,,
OR_6515,6515,LITTLE ALVORD WELL                                ,groundwater,Fresh,,
OR_6516,6516,WILLOW CR WELL                                    ,groundwater,Fresh,,
OR_6517,6517,HUKILL HOLLOW                                     ,surface water,Fresh,,
OR_6518,6518,CHERRY G/RESERVOIR 1                              ,storage,Fresh,,
OR_6519,6519,CHERRY G/RESERVOIR 2                              ,storage,Fresh,,
OR_6520,6520,CHERRY G/RES                                     ,surface water,Fresh,,
OR_6521,6521,UPPER KLAMATH L                                   ,surface water,Fresh,,
OR_6522,6522,PIUTE CR/M.C.RES                                  ,surface water,Fresh,,
OR_6523,6523,PIUTE CREEK                                       ,storage,Fresh,,
OR_6524,6524,PIUTE CR/PIUTE RESERVOIR                          ,surface water,Fresh,,
OR_6525,6525,PIUTE CR/PIUTE RS                                 ,surface water,Fresh,,
OR_6526,6526,FRITZ WE 1                                        ,groundwater,Fresh,,
OR_6527,6527,SOUTH FORK VALENTINE CREEK                        ,surface water,Fresh,,
OR_6528,6528,HEATER RESERVOIR                                  ,surface water,Fresh,,
OR_6529,6529,MERIDIAN L                                        ,surface water,Fresh,,
OR_6530,6530,THORNTON L                                        ,surface water,Fresh,,
OR_6531,6531,CARLSON CREEK                                     ,surface water,Fresh,,
OR_6532,6532,KEELER CREEK                                      ,surface water,Fresh,,
OR_6533,6533,VIEWPOINT WE 4                                    ,groundwater,Fresh,,
OR_6534,6534,VIEWPOINT WE 3                                    ,groundwater,Fresh,,
OR_6535,6535,MARQUAM CREEK                                     ,storage,Fresh,,
OR_6536,6536,SMITH WELL 1                                     ,groundwater,Fresh,,
OR_6537,6537,SMITH WELL 2                                     ,groundwater,Fresh,,
OR_6538,6538,SMITH WELL 3                                     ,groundwater,Fresh,,
OR_6539,6539,GREN WELL                                         ,groundwater,Fresh,,
OR_6540,6540,TATE SU                                           ,groundwater,Fresh,,
OR_6541,6541,WELL #6                                           ,groundwater,Fresh,,
OR_6542,6542,TARTAR SL                                         ,surface water,Fresh,,
OR_6543,6543,EAST FORK CLEAR CREEK,surface water,Fresh,,
OR_6544,6544,BOX DRAIN                                         ,groundwater,Fresh,,
OR_6545,6545,COVERED DITCH 1,groundwater,Fresh,,
OR_6546,6546,COVERED DITCH 2,groundwater,Fresh,,
OR_6547,6547,MACK WE                                           ,groundwater,Fresh,,
OR_6548,6548,MOSER WE                                          ,groundwater,Fresh,,
OR_6549,6549,SL                                                ,surface water,Fresh,,
OR_6550,6550,NORTH FORK DEEP CR/RESERVOIR A                    ,surface water,Fresh,,
OR_6551,6551,INDIAN LAKE RESERVOIR                             ,surface water,Fresh,,
OR_6552,6552,BARKER RESERVOIR                                  ,surface water,Fresh,,
OR_6553,6553,PARKER CREEK                                      ,storage,Fresh,,
OR_6554,6554,UNNAMED DRAINAGE,surface water,Fresh,,
OR_6555,6555,MARTEN CREEK,surface water,Fresh,,
OR_6556,6556,MILL SL                                           ,surface water,Fresh,,
OR_6557,6557,PECKS WELL 2                                     ,groundwater,Fresh,,
OR_6558,6558,TURNER WELL 2                                     ,groundwater,Fresh,,
OR_6559,6559,TAYLOR GRAVEL PIT                                 ,groundwater,Fresh,,
OR_6560,6560,MCCALL WE                                         ,groundwater,Fresh,,
OR_6561,6561,BOONEVILLE CH                                     ,surface water,Fresh,,
OR_6562,6562,NORTH FORK CHETCO RIVER                           ,surface water,Fresh,,
OR_6563,6563,DREDGE POND 1                                     ,surface water,Fresh,,
OR_6564,6564,MOLTHAN WELL 5                                    ,groundwater,Fresh,,
OR_6565,6565,WAITE CREEK                                       ,surface water,Fresh,,
OR_6566,6566,DAVIDSON WELL                                     ,groundwater,Fresh,,
OR_6567,6567,CHERRY GULCH,surface water,Fresh,,
OR_6568,6568,DUDA WELL                                         ,groundwater,Fresh,,
OR_6569,6569,UNNAMED STR 1/RESERVOIR 1                         ,surface water,Fresh,,
OR_6570,6570,STR 3                                             ,surface water,Fresh,,
OR_6571,6571,STR 4/RESERVOIR 5                                 ,surface water,Fresh,,
OR_6572,6572,EAST FORK GEORGE LONG CREEK                       ,surface water,Fresh,,
OR_6573,6573,GEORGE LONG CREEK                                 ,surface water,Fresh,,
OR_6574,6574,JORDAN WELL 1                                     ,groundwater,Fresh,,
