Basin Code,Inflow/Outflow,Sector,Year,Quantity,Water Type,Component
PHX,Outflow,Agricultural                                      ,1997,382,GSF (EFFLUENT)                                    ,Groundwater Demand
PHX,Outflow,Agricultural                                      ,1998,384067,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Agricultural                                      ,1998,112016,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Agricultural                                      ,1999,418649,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Agricultural                                      ,1999,198303,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Agricultural                                      ,2000,420485,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Agricultural                                      ,2000,199827,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Agricultural                                      ,2001,380779,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Agricultural                                      ,2001,206007,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Agricultural                                      ,2001,6026,GSF (EFFLUENT)                                    ,Groundwater Demand
PHX,Outflow,Agricultural                                      ,2002,440124,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Agricultural                                      ,2002,180224,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Agricultural                                      ,2002,3467,GSF (EFFLUENT)                                    ,Groundwater Demand
PHX,Outflow,Agricultural                                      ,2003,373167,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Agricultural                                      ,2003,142723,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Agricultural                                      ,2003,40413,GSF (EFFLUENT)                                    ,Groundwater Demand
PHX,Outflow,Agricultural                                      ,2004,321899,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Agricultural                                      ,2004,175326,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Agricultural                                      ,2004,41824,GSF (EFFLUENT)                                    ,Groundwater Demand
PHX,Outflow,Agricultural                                      ,2005,256595,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Agricultural                                      ,2005,124133,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Agricultural                                      ,2005,42730,GSF (EFFLUENT)                                    ,Groundwater Demand
PHX,Outflow,Agricultural                                      ,2006,312759,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Agricultural                                      ,2006,104640,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Agricultural                                      ,2006,10202,GSF (EFFLUENT)                                    ,Groundwater Demand
PHX,Outflow,Agricultural                                      ,2007,323918,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Agricultural                                      ,2007,127405,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Agricultural                                      ,2007,13143,GSF (EFFLUENT)                                    ,Groundwater Demand
PHX,Outflow,Agricultural                                      ,2008,307582,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Agricultural                                      ,2008,128430,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Agricultural                                      ,2008,2733,GSF (EFFLUENT)                                    ,Groundwater Demand
PHX,Outflow,Agricultural                                      ,2009,294161,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Agricultural                                      ,2009,130633,GSF (CAP)                                         ,Groundwater Demand
PHX,Outflow,Agricultural                                      ,2009,2423,GSF (EFFLUENT)                                    ,Groundwater Demand
PHX,Outflow,Agricultural                                      ,2010,266152,Groundwater                                       ,Groundwater Demand
PHX,Outflow,Agricultural                                      ,2010,119200,GSF (CAP)                                         ,Groundwater Demand
