AllocationCropDutyAmount,Amount,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,Geometry,InterbasinTransferFromID,InterbasinTransferToID,IrrigatedAcreage,Unnamed: 11,MethodUUID,NAICSCodeCV,OrganizationUUID,PopulationServed,PowerGeneratedGWh,PowerType,Unnamed: 18,Unnamed: 19,ReportingUnitName,ReportingUnitNativeID,ReportingUnitTypeCV,ReportYearCV,Unnamed: 24,TimeframeEnd,TimeframeStart,USGSCategoryCV,UT_VariableCV,UT_VariableSpecificCV,WaterSourceID,tempWST,in_VariableSpecificCV,in_WaterSourceNativeID
,29080.235119,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Davis,49011,County,2009,,2010-09-30,2009-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,151565.69746,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Utah,49049,County,2009,,2010-09-30,2009-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,28620.717206,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Wasatch,49051,County,2009,,2010-09-30,2009-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,39724.656222,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Washington,49053,County,2009,,2010-09-30,2009-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,31072.78489,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Wayne,49055,County,2009,,2010-09-30,2009-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,59561.179139,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Weber,49057,County,2009,,2010-09-30,2009-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,18915.508082,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,San Juan,49037,County,2009,,2010-09-30,2009-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,158473.187213,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,SanPete,49039,County,2009,,2010-09-30,2009-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,120009.829749,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Sevier,49041,County,2009,,2010-09-30,2009-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,37365.805754,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Summit,49043,County,2009,,2010-09-30,2009-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,40944.156656,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Tooele,49045,County,2009,,2010-09-30,2009-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,180358.54162,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Uintah,49047,County,2009,,2010-09-30,2009-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,10422.150485,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Kane,49025,County,2009,,2010-09-30,2009-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,263831.162052,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Millard,49027,County,2009,,2010-09-30,2009-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,16756.997584,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Morgan,49029,County,2009,,2010-09-30,2009-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,31247.315717,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Piute,49031,County,2009,,2010-09-30,2009-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,146894.956859,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Rich,49033,County,2009,,2010-09-30,2009-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,16135.529157,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Salt Lake,49035,County,2009,,2010-09-30,2009-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,245622.056425,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Duchesne,49013,County,2009,,2010-09-30,2009-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,106337.562671,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Emery,49015,County,2009,,2010-09-30,2009-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,50323.879322,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Garfield,49017,County,2009,,2010-09-30,2009-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,17225.217619,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Grand,49019,County,2009,,2010-09-30,2009-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,142753.31379,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Iron,49021,County,2009,,2010-09-30,2009-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,46285.075125,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Juab,49023,County,2009,,2010-09-30,2009-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,68079.09818,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Beaver,49001,County,2010,,2011-09-30,2010-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,267865.18767200003,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Box Elder,49003,County,2010,,2011-09-30,2010-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,120668.889749,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Cache,49005,County,2010,,2011-09-30,2010-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,29472.793532,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Carbon,49007,County,2010,,2011-09-30,2010-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,14838.667863,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Daggett,49009,County,2010,,2011-09-30,2010-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,134131.307108,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Iron,49021,County,2011,,2012-09-30,2011-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,40781.720262,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Juab,49023,County,2011,,2012-09-30,2011-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,70593.037693,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Beaver,49001,County,2012,,2013-09-30,2012-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,293319.694264,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Box Elder,49003,County,2012,,2013-09-30,2012-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,145608.189029,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Cache,49005,County,2012,,2013-09-30,2012-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,29759.596011,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Carbon,49007,County,2012,,2013-09-30,2012-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,12891.990609,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Daggett,49009,County,2012,,2013-09-30,2012-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,38786.087701,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Davis,49011,County,2012,,2013-09-30,2012-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,231471.928835,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Utah,49049,County,2012,,2013-09-30,2012-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,33860.657799,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Wasatch,49051,County,2012,,2013-09-30,2012-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,34060.952607,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Washington,49053,County,2012,,2013-09-30,2012-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,39731.461654,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Wayne,49055,County,2012,,2013-09-30,2012-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,78721.664291,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Weber,49057,County,2012,,2013-09-30,2012-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,22000.918985,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,San Juan,49037,County,2012,,2013-09-30,2012-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,158244.9012,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,SanPete,49039,County,2012,,2013-09-30,2012-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,111312.739098,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Sevier,49041,County,2012,,2013-09-30,2012-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,55863.429707,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Summit,49043,County,2012,,2013-09-30,2012-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,70446.915091,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Tooele,49045,County,2012,,2013-09-30,2012-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,146724.270781,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Uintah,49047,County,2012,,2013-09-30,2012-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,9241.204679,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Kane,49025,County,2012,,2013-09-30,2012-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,273946.532727,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Millard,49027,County,2012,,2013-09-30,2012-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,22197.28983,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Morgan,49029,County,2012,,2013-09-30,2012-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,27505.600262,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Piute,49031,County,2012,,2013-09-30,2012-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,124800.889274,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Rich,49033,County,2012,,2013-09-30,2012-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,20822.840949,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Salt Lake,49035,County,2012,,2013-09-30,2012-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,204868.910209,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Duchesne,49013,County,2012,,2013-09-30,2012-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,79122.984949,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Emery,49015,County,2012,,2013-09-30,2012-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,46879.239964,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Garfield,49017,County,2012,,2013-09-30,2012-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,21689.160157,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Grand,49019,County,2012,,2013-09-30,2012-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,135725.159857,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Iron,49021,County,2012,,2013-09-30,2012-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,54929.662079,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Juab,49023,County,2012,,2013-09-30,2012-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,69656.772197,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Beaver,49001,County,2013,,2014-09-30,2013-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,320943.289415,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Box Elder,49003,County,2013,,2014-09-30,2013-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,146334.225625,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Cache,49005,County,2013,,2014-09-30,2013-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,26054.532282,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Carbon,49007,County,2013,,2014-09-30,2013-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,15650.564704,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Daggett,49009,County,2013,,2014-09-30,2013-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,38001.870915,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Davis,49011,County,2013,,2014-09-30,2013-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,152247.304375,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Utah,49049,County,2013,,2014-09-30,2013-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,32116.005546,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Wasatch,49051,County,2013,,2014-09-30,2013-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,32360.614506,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Washington,49053,County,2013,,2014-09-30,2013-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,36533.234763,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Wayne,49055,County,2013,,2014-09-30,2013-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,77918.18686,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Weber,49057,County,2013,,2014-09-30,2013-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,16775.356358,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,San Juan,49037,County,2013,,2014-09-30,2013-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,150031.623253,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,SanPete,49039,County,2013,,2014-09-30,2013-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,103292.772876,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Sevier,49041,County,2013,,2014-09-30,2013-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,42046.957213,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Summit,49043,County,2013,,2014-09-30,2013-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,66835.698405,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Tooele,49045,County,2013,,2014-09-30,2013-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,149981.37937,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Uintah,49047,County,2013,,2014-09-30,2013-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,7434.525169,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Kane,49025,County,2013,,2014-09-30,2013-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,29949.87873,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Davis,49011,County,2010,,2011-09-30,2010-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,139466.122622,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Utah,49049,County,2010,,2011-09-30,2010-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,27920.543515,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Wasatch,49051,County,2010,,2011-09-30,2010-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
,36379.813826,Agriculture,,,,,,,,,,Consumptive Use Estimate,111000,UTDWRE,,,,,,Washington,49053,County,2010,,2011-09-30,2010-10-01,Irrigation,Consumptive Use,"Consumptive Use, Irrigation",Fresh_SW_GW,Surface and Groundwater,Consumptive Use_Annual_Agriculture_Surface and Groundwater,WaDEUT_WS1
