SiteUUID,CoordinateAccuracy,CoordinateMethodCV,County,EPSGCodeCV,Geometry,GNISCodeCV,HUC12,HUC8,Latitude,Longitude,NHDNetworkStatusCV,NHDProductCV,PODorPOUSite,SiteName,SiteNativeID,SitePoint,SiteTypeCV,StateCV,USGSSiteID,ReasonRemoved,index
AKwr_S268,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,CITY WELL NO. 30 - TURNAGAIN VIEW,,,well,AK,,Bad Latitude,267.0
AKwr_S269,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,PETERS CREEK #1,,,well,AK,,Bad Latitude,268.0
AKwr_S271,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Kuparuk Reservoirs 1 thru 5,,,lake,AK,,Bad Latitude,270.0
AKwr_S275,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Swan Lake Hydro,,,lake,AK,,Bad Latitude,274.0
AKwr_S277,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Black Bear Hydro Plant,,,lake,AK,,Bad Latitude,276.0
AKwr_S278,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Well 2&3,,,well,AK,,Bad Latitude,277.0
AKwr_S280,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,CITY WELL NO. 35 - ALAGCO,,,well,AK,,Bad Latitude,279.0
AKwr_S281,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Terror River,,,river,AK,,Bad Latitude,280.0
AKwr_S282,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,ER #01 EAGLE GLEN WEST,,,well,AK,,Bad Latitude,281.0
AKwr_S283,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,CITY WELL NO. 43 - Campbell Heights,,,well,AK,,Bad Latitude,282.0
AKwr_S285,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,CITY WELL NO. 38 - SPENARD BUILDERS,,,well,AK,,Bad Latitude,284.0
AKwr_S286,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,KNIK#2,,,well,AK,,Bad Latitude,285.0
AKwr_S287,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,CITY WELL NO. 39 - NORTHWOOD,,,well,AK,,Bad Latitude,286.0
AKwr_S291,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Well C-1,,,well,AK,,Bad Latitude,290.0
AKwr_S292,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,BUMPUS #1,,,well,AK,,Bad Latitude,291.0
AKwr_S293,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,BUMPUS #2,,,well,AK,,Bad Latitude,292.0
AKwr_S294,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,ER #08 EAGLE CREST,,,well,AK,,Bad Latitude,293.0
AKwr_S296,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,AS125,,,well,AK,,Bad Latitude,295.0
AKwr_S297,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,ER #02 EAGLE GLEN EAST,,,well,AK,,Bad Latitude,296.0
AKwr_S299,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,KOC Reservoir,,,lake,AK,,Bad Latitude,298.0
AKwr_S301,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Devil's Lake/ Vortec Lake,,,lake,AK,,Bad Latitude,300.0
AKwr_S303,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,KIC Res,,,lake,AK,,Bad Latitude,302.0
AKwr_S304,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake,,,lake,AK,,Bad Latitude,303.0
AKwr_S305,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Swanson River Field - four wells,,,well,AK,,Bad Latitude,304.0
AKwr_S306,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,B8533,,,lake,AK,,Bad Latitude,305.0
AKwr_S307,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,M9703,,,lake,AK,,Bad Latitude,306.0
AKwr_S308,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Compressor Plant Wells,,,well,AK,,Bad Latitude,307.0
AKwr_S309,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Swanson River Field Office/Camp well,,,well,AK,,Bad Latitude,308.0
AKwr_S310,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Nanuk Lake,,,lake,AK,,Bad Latitude,309.0
AKwr_S311,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,NNA #1,,,well,AK,,Bad Latitude,310.0
AKwr_S312,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lewis River Unit D-1 Pad Well 1,,,well,AK,,Bad Latitude,311.0
AKwr_S313,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,"Drilled Well TW-7, 350ft",,,well,AK,,Bad Latitude,312.0
AKwr_S314,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Kuparuk Reservoirs 4 & 5 and 3 Unnamed Lakes,,,lake,AK,,Bad Latitude,313.0
AKwr_S315,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Granite Point Tank Farm Wells,,,well,AK,,Bad Latitude,314.0
AKwr_S316,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Stump Lake 44-33 Pad Well 1,,,well,AK,,Bad Latitude,315.0
AKwr_S317,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,K304 DS-30 lake & Mine Site E,,,lake,AK,,Bad Latitude,316.0
AKwr_S318,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,KIC Reservoir,,,lake,AK,,Bad Latitude,317.0
AKwr_S319,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,19 Impoundments Kuparuk CPF-3 Area,,,lake,AK,,Bad Latitude,318.0
AKwr_S320,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,M9933,,,lake,AK,,Bad Latitude,319.0
AKwr_S321,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Kuparuk Mine Sites C & F and Lakes K209- K201- M9514- and L9334,,,lake,AK,,Bad Latitude,320.0
AKwr_S322,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,W Pad Impoundments,,,lake,AK,,Bad Latitude,321.0
AKwr_S323,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,17 Ponds/ Impoundments in EOA,,,lake,AK,,Bad Latitude,322.0
AKwr_S324,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake 12,,,lake,AK,,Bad Latitude,323.0
AKwr_S325,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake 13,,,lake,AK,,Bad Latitude,324.0
AKwr_S326,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake 14,,,lake,AK,,Bad Latitude,325.0
AKwr_S327,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake 15,,,lake,AK,,Bad Latitude,326.0
AKwr_S328,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Beluga River Unit,,,lake,AK,,Bad Latitude,327.0
AKwr_S329,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake K309,,,lake,AK,,Bad Latitude,328.0
AKwr_S330,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Webster Reservoir outside EOA,,,lake,AK,,Bad Latitude,329.0
AKwr_S331,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Webster Reservoir within EOA,,,lake,AK,,Bad Latitude,330.0
AKwr_S332,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake 24,,,lake,AK,,Bad Latitude,331.0
AKwr_S333,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,C-1 Pit,,,lake,AK,,Bad Latitude,332.0
AKwr_S334,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Shaviovik Reservoir,,,lake,AK,,Bad Latitude,333.0
AKwr_S335,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake 1,,,lake,AK,,Bad Latitude,334.0
AKwr_S336,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake 17,,,lake,AK,,Bad Latitude,335.0
AKwr_S337,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake 14 (Ice Chips),,,lake,AK,,Bad Latitude,336.0
AKwr_S338,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake 14 (Water),,,lake,AK,,Bad Latitude,337.0
AKwr_S339,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake 6 (Ice Chips),,,lake,AK,,Bad Latitude,338.0
AKwr_S340,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake 7 (Ice Chips),,,lake,AK,,Bad Latitude,339.0
AKwr_S341,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Badami Reservoir,,,lake,AK,,Bad Latitude,340.0
AKwr_S342,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Duck Island Mine Site Water,,,lake,AK,,Bad Latitude,341.0
AKwr_S343,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake (Ice Chips),,,lake,AK,,Bad Latitude,342.0
AKwr_S344,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Sag River (Water),,,river,AK,,Bad Latitude,343.0
AKwr_S345,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Beaufort Sea along Endicott Cswy,,,other,AK,,Bad Latitude,344.0
AKwr_S346,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,"reinjection well-Lake Tract, B5 Tudor Centre",,,well,AK,,Bad Latitude,345.0
AKwr_S347,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,"Drilled Well TW-8, 344 ft",,,well,AK,,Bad Latitude,346.0
AKwr_S348,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,PBU W Pad Source Well (W-400),,,well,AK,,Bad Latitude,347.0
AKwr_S349,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lakes RO886_ RO897_ RO887_ RO894_ and RO896,,,lake,AK,,Bad Latitude,348.0
AKwr_S350,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lakes RO888_ RO891_ TBA-8_ RO895_ and RO889,,,lake,AK,,Bad Latitude,349.0
AKwr_S351,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,"Lake K309, water and ice",,,lake,AK,,Bad Latitude,350.0
AKwr_S352,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,West Dock Lake (Lake 18),,,lake,AK,,Bad Latitude,351.0
AKwr_S353,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake Coleen,,,lake,AK,,Bad Latitude,352.0
AKwr_S354,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,K209 Lake,,,lake,AK,,Bad Latitude,353.0
AKwr_S355,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake 3,,,lake,AK,,Bad Latitude,354.0
AKwr_S356,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake 4,,,lake,AK,,Bad Latitude,355.0
AKwr_S357,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake 5,,,lake,AK,,Bad Latitude,356.0
AKwr_S358,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Badami Mine Site,,,lake,AK,,Bad Latitude,357.0
AKwr_S359,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake 6,,,lake,AK,,Bad Latitude,358.0
AKwr_S360,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Shav Mine Site,,,lake,AK,,Bad Latitude,359.0
AKwr_S361,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake 18,,,lake,AK,,Bad Latitude,360.0
AKwr_S362,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,B8530,,,lake,AK,,Bad Latitude,361.0
AKwr_S363,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,L9324,,,lake,AK,,Bad Latitude,362.0
AKwr_S364,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,L9323,,,lake,AK,,Bad Latitude,363.0
AKwr_S365,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Endicott Rd Lake A,,,lake,AK,,Bad Latitude,364.0
AKwr_S366,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Colville and Nigliq Channels,,,river,AK,,Bad Latitude,365.0
AKwr_S367,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Well TS 1-33,,,well,AK,,Bad Latitude,366.0
AKwr_S368,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake SE of V Pad,,,lake,AK,,Bad Latitude,367.0
AKwr_S369,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,PBU L Pad Access Rd Lake,,,lake,AK,,Bad Latitude,368.0
AKwr_S370,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Unconfined Aquifer Wells,,,well,AK,,Bad Latitude,369.0
AKwr_S371,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Unnamed Lake,,,lake,AK,,Bad Latitude,370.0
AKwr_S372,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,East and West SID shallow wells (saltwater),,,well,AK,,Bad Latitude,371.0
AKwr_S373,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Shaviovik River Reservoir,,,river,AK,,Bad Latitude,372.0
AKwr_S374,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lakes L9120- L9121- L9122- L9123/K210-and M9515,,,lake,AK,,Bad Latitude,373.0
AKwr_S375,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Colville River,,,river,AK,,Bad Latitude,374.0
AKwr_S376,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Kuparuk Mine Site C,,,lake,AK,,Bad Latitude,375.0
AKwr_S377,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Kuparuk Mine Site E,,,lake,AK,,Bad Latitude,376.0
AKwr_S378,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Drill Site 4 Lakes,,,lake,AK,,Bad Latitude,377.0
AKwr_S379,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,E Pad Lake,,,lake,AK,,Bad Latitude,378.0
AKwr_S380,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Drill Site 12 Lake,,,lake,AK,,Bad Latitude,379.0
AKwr_S381,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,West Dock Staging Lake,,,lake,AK,,Bad Latitude,380.0
AKwr_S382,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Drill Site 18 Lake,,,lake,AK,,Bad Latitude,381.0
AKwr_S383,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Creek btwn CFP and B Pads,,,creek,AK,,Bad Latitude,382.0
AKwr_S384,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Five MPU Sources,,,lake,AK,,Bad Latitude,383.0
AKwr_S385,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Mine Site 1999 Pit ASRC,,,lake,AK,,Bad Latitude,384.0
AKwr_S386,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,"Kuparuk Reservoir 1, 2 & 3 (Uses outside WOA)",,,lake,AK,,Bad Latitude,385.0
AKwr_S387,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,S Pad Access Rd Stream,,,creek,AK,,Bad Latitude,386.0
AKwr_S388,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake 25,,,lake,AK,,Bad Latitude,387.0
AKwr_S389,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake #6 (Ice Chips),,,lake,AK,,Bad Latitude,388.0
AKwr_S390,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake #8 (Ice Chips),,,lake,AK,,Bad Latitude,389.0
AKwr_S391,Unspecified,Unspecified,Unspecified,EPSG:4326,,,,,,,,,POD,Lake 22,,,lake,AK,,Bad Latitude,390.0
