OID_,Join_Count,TARGET_FID,SiteUUID,Longitude,Latitude,Basin_Numb,Basin_Subb,Basin_Name,Basin_Su_1,Priority,GlobalID
40960,1,40960,CAwr_S48720,-122.0956143,38.90766436,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
40995,1,40995,CAwr_S48752,-122.0804907,38.89669242,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
41082,1,41082,CAwr_S48830,-121.8405166,38.57918564,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
41100,1,41100,CAwr_S48847,-121.6148949,38.51302503,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
41114,1,41114,CAwr_S4886,-121.63484,38.37167615,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
41154,1,41154,CAwr_S48896,-121.6327282,38.37537638,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
41345,1,41345,CAwr_S4907,-121.6665187,38.64663772,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
41406,1,41406,CAwr_S49126,-121.9138884,38.65230505,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
41418,1,41418,CAwr_S49137,-122.1001524,38.88569396,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
41812,1,41812,CAwr_S49499,-121.5248895,38.43607853,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
42204,1,42204,CAwr_S49858,-121.7865141,38.85643193,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
42207,1,42207,CAwr_S49860,-121.8120127,38.90809744,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
42251,1,42251,CAwr_S4990,-122.0851951,38.71436442,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
42341,1,42341,CAwr_S49981,-122.0650297,38.89615284,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
42961,1,42961,CAwr_S5054,-121.64541,38.35029124,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
42972,1,42972,CAwr_S5055,-121.6425958,38.35522514,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
43422,1,43422,CAwr_S50959,-121.7865141,38.85643193,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
43424,1,43424,CAwr_S50960,-121.8120127,38.90809744,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
43449,1,43449,CAwr_S50984,-122.0825036,38.81294294,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
43642,1,43642,CAwr_S5116,-121.5339913,38.4322714,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
43675,1,43675,CAwr_S5119,-121.6027927,38.7406206,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
43682,1,43682,CAwr_S51196,-122.0824889,38.80003745,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
43687,1,43687,CAwr_S5120,-121.6045748,38.73540951,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
43698,1,43698,CAwr_S5121,-121.5946475,38.75487091,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
43709,1,43709,CAwr_S5122,-121.594267,38.76008672,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
43720,1,43720,CAwr_S5123,-121.7252798,38.79918947,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
43731,1,43731,CAwr_S5124,-121.6045748,38.73540951,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
43742,1,43742,CAwr_S5125,-121.5967857,38.74883748,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
43751,1,43751,CAwr_S5126,-121.6327916,38.7703754,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
43861,1,43861,CAwr_S51362,-121.63484,38.37167615,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
43901,1,43901,CAwr_S51399,-121.6285934,38.70116549,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
44138,1,44138,CAwr_S51613,-121.581616,38.338203,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
44283,1,44283,CAwr_S51745,-122.171212,38.92460211,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
44337,1,44337,CAwr_S51796,-121.6281967,38.50894979,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
44367,1,44367,CAwr_S51822,-122.2364778,38.88961623,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
44399,1,44399,CAwr_S51851,-121.571135,38.33343,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
44422,1,44422,CAwr_S51872,-121.7252798,38.79918947,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
44504,1,44504,CAwr_S51949,-121.5727,38.4523,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
44547,1,44547,CAwr_S5199,-121.525048,38.35974309,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
44683,1,44683,CAwr_S52112,-121.6383279,38.37168715,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
44716,1,44716,CAwr_S52142,-121.9160321,38.91041732,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
45183,1,45183,CAwr_S52572,-121.9087101,38.86565482,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
45222,1,45222,CAwr_S52608,-121.7487839,38.80089059,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
45230,1,45230,CAwr_S52615,-121.6428984,38.43430777,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
45256,1,45256,CAwr_S52639,-121.63484,38.37167615,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
45279,1,45279,CAwr_S5266,-122.2364778,38.88961623,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
45298,1,45298,CAwr_S52677,-122.2547815,38.89918806,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
45482,1,45482,CAwr_S52842,-121.6304755,38.57499661,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
45483,1,45483,CAwr_S52843,-121.610374,38.572871,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
46396,1,46396,CAwr_S53677,-121.6124336,38.51576271,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
46397,1,46397,CAwr_S53678,-121.6542131,38.51287506,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
46568,1,46568,CAwr_S53841,-122.0399156,38.5899993,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
46696,1,46696,CAwr_S53960,-121.5651872,38.35413518,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
46946,1,46946,CAwr_S54186,-121.7254513,38.79928873,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
47564,1,47564,CAwr_S54765,-121.6281881,38.51059732,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
47662,1,47662,CAwr_S54853,-121.7031597,38.80242965,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
47781,1,47781,CAwr_S54960,-121.7865141,38.85643193,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
47782,1,47782,CAwr_S54961,-121.8120127,38.90809744,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
47934,1,47934,CAwr_S55102,-122.1107781,38.71324477,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
47961,1,47961,CAwr_S55127,-121.6201544,38.64100248,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
47962,1,47962,CAwr_S55128,-121.6125207,38.62834586,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
48017,1,48017,CAwr_S55178,-122.0608016,38.88215136,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
48131,1,48131,CAwr_S55284,-121.5606299,38.41480223,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
48200,1,48200,CAwr_S55346,-121.6428984,38.43430777,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
48469,1,48469,CAwr_S55592,-121.907395,38.53010717,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
48556,1,48556,CAwr_S55670,-121.9253939,38.69981711,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
48557,1,48557,CAwr_S55671,-121.9376531,38.70531619,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
48587,1,48587,CAwr_S55699,-121.5377167,38.39604048,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
48763,1,48763,CAwr_S55857,-121.6335982,38.68196011,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
49153,1,49153,CAwr_S56210,-122.156824,38.77469975,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
49229,1,49229,CAwr_S5628,-121.5425223,38.51742877,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
49667,1,49667,CAwr_S56677,-121.8757339,38.84393182,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
49715,1,49715,CAwr_S5672,-122.0921,38.714,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
49791,1,49791,CAwr_S56795,-122.2088373,38.80866691,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
50190,1,50190,CAwr_S57160,-121.7713979,38.86134546,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
50286,1,50286,CAwr_S57247,-121.5567485,38.36536119,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
50337,1,50337,CAwr_S57294,-121.9935268,38.88642263,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
50403,1,50403,CAwr_S57354,-121.63484,38.37167615,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
50613,1,50613,CAwr_S57544,-122.0832891,38.88570716,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
50659,1,50659,CAwr_S57587,-122.0913784,38.89284029,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
50947,1,50947,CAwr_S57852,-121.7252798,38.79918947,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
51211,1,51211,CAwr_S58091,-121.5861,38.5886,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
51212,1,51212,CAwr_S58092,-121.5837557,38.57881906,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
51213,1,51213,CAwr_S58093,-121.6080124,38.62064205,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
51214,1,51214,CAwr_S58094,-121.5861485,38.5884384,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
51215,1,51215,CAwr_S58095,-121.6080124,38.62064205,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
51391,1,51391,CAwr_S58253,-122.0912171,38.76488404,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
51644,1,51644,CAwr_S58486,-122.2364778,38.88961623,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
51689,1,51689,CAwr_S58527,-122.0903202,38.88954611,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
51691,1,51691,CAwr_S58529,-122.2547815,38.89918806,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
51736,1,51736,CAwr_S5857,-121.8260454,38.91800437,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
51744,1,51744,CAwr_S58577,-121.6000272,38.51558305,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
52034,1,52034,CAwr_S58838,-121.9160321,38.91041732,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
52074,1,52074,CAwr_S58874,-122.0945342,38.88789529,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
52104,1,52104,CAwr_S58900,-122.0706403,38.70407695,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
52114,1,52114,CAwr_S5891,-121.6282683,38.49522045,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
52145,1,52145,CAwr_S58938,-121.9747511,38.51939729,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
52146,1,52146,CAwr_S58939,-121.9668267,38.52107846,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
52148,1,52148,CAwr_S58940,-121.9720707,38.51833398,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
52267,1,52267,CAwr_S5905,-121.5391159,38.3954969,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
52311,1,52311,CAwr_S59090,-121.9057,38.7234,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
52769,1,52769,CAwr_S59504,-121.5439305,38.40649966,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
52770,1,52770,CAwr_S59505,-121.5369335,38.40921767,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
52792,1,52792,CAwr_S59525,-121.6124336,38.51576271,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
52793,1,52793,CAwr_S59526,-121.6643488,38.51276772,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
52822,1,52822,CAwr_S59552,-121.7252798,38.79918947,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
52856,1,52856,CAwr_S59583,-122.1984473,38.85865928,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
52857,1,52857,CAwr_S59584,-122.1430281,38.89306313,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
52874,1,52874,CAwr_S596,-121.9804801,38.8104984,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
52982,1,52982,CAwr_S597,-121.9803038,38.81351881,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
53014,1,53014,CAwr_S59728,-121.8477575,38.62834726,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
53111,1,53111,CAwr_S59815,-121.6717769,38.75923492,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
53151,1,53151,CAwr_S59851,-122.2364778,38.88961623,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
53349,1,53349,CAwr_S6003,-121.5225537,38.36769589,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
53479,1,53479,CAwr_S60148,-121.9100194,38.665757,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
53508,1,53508,CAwr_S60174,-121.5936102,38.4456773,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
53509,1,53509,CAwr_S60175,-121.6446612,38.29042869,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
53535,1,53535,CAwr_S60199,-121.6858109,38.67854455,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
53622,1,53622,CAwr_S60279,-121.9253939,38.69981711,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
53765,1,53765,CAwr_S6041,-122.0740414,38.77450658,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
53843,1,53843,CAwr_S60481,-122.0817977,38.80937383,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
53972,1,53972,CAwr_S60599,-121.744539,38.51750421,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
54235,1,54235,CAwr_S60837,-121.8120127,38.90809744,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
54317,1,54317,CAwr_S60910,-121.5232447,38.47327878,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
54333,1,54333,CAwr_S60925,-122.1331475,38.87000985,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
54510,1,54510,CAwr_S6222,-121.5363015,38.39905529,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
54511,1,54511,CAwr_S6223,-121.5439305,38.40649966,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
54512,1,54512,CAwr_S6224,-121.5369335,38.40921767,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
54752,1,54752,CAwr_S6443,-121.5167376,38.4025446,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
54801,1,54801,CAwr_S6488,-122.0248387,38.49279843,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
55234,1,55234,CAwr_S688,-121.5256106,38.38006506,5-021,5-021.67,SACRAMENTO VALLEY,SACRAMENTO VALLEY - YOLO,High,{BBC11813-DA4E-4D9C-8503-5BF2A09413B8}
