SiteUUID,CoordinateAccuracy,CoordinateMethodCV,County,EPSGCodeCV,Geometry,GNISCodeCV,HUC12,HUC8,Latitude,Longitude,NHDNetworkStatusCV,NHDProductCV,SiteName,SiteNativeID,SitePoint,SiteTypeCV,StateCV,USGSSiteID
AZ_5355,,Unspecified,,EPSG:4326,,,,,33.879083,-111.834386,,,Unspecified,335244111495601,,GWSI,AZ,
AZ_5356,,Unspecified,,EPSG:4326,,,,,35.095278,-114.623611,,,Unspecified,350543114372501,,GWSI,AZ,
AZ_5357,,Unspecified,,EPSG:4326,,,,,34.330806,-110.773917,,,Unspecified,341951110462601,,GWSI,AZ,
AZ_5358,,Unspecified,,EPSG:4326,,,,,33.673611,-114.1975,,,Unspecified,334025114115101,,GWSI,AZ,
AZ_5359,,Unspecified,,EPSG:4326,,,,,33.67475,-113.952139,,,Unspecified,334029113571001,,GWSI,AZ,
AZ_5360,,Unspecified,,EPSG:4326,,,,,33.834167,-112.113056,,,Unspecified,335003112064701,,GWSI,AZ,
AZ_5361,,Unspecified,,EPSG:4326,,,,,33.893333,-112.076389,,,Unspecified,335336112043501,,GWSI,AZ,
AZ_5362,,Unspecified,,EPSG:4326,,,,,34.747222,-112.002778,,,Unspecified,344450112001001,,GWSI,AZ,
AZ_5363,,Unspecified,,EPSG:4326,,,,,35.153611,-111.972222,,,Unspecified,350913111582001,,GWSI,AZ,
AZ_5364,,Unspecified,,EPSG:4326,,,,,32.078610999999995,-111.252222,,,Unspecified,320443111150801,,GWSI,AZ,
AZ_5365,,Unspecified,,EPSG:4326,,,,,34.336444,-110.655194,,,Unspecified,342013110392201,,GWSI,AZ,
AZ_5366,,Unspecified,,EPSG:4326,,,,,32.175,-109.608333,,,Unspecified,321030109363001,,GWSI,AZ,
AZ_5367,,Unspecified,,EPSG:4326,,,,,34.501944,-112.222778,,,Unspecified,343007112132201,,GWSI,AZ,
AZ_5368,,Unspecified,,EPSG:4326,,,,,34.117778,-111.270833,,,Unspecified,340704111161501,,GWSI,AZ,
AZ_5369,,Unspecified,,EPSG:4326,,,,,34.089721999999995,-111.341944,,,Unspecified,340523111203101,,GWSI,AZ,
AZ_5370,,Unspecified,,EPSG:4326,,,,,32.745,-109.085,,,Unspecified,324442109050601,,GWSI,AZ,
AZ_5371,,Unspecified,,EPSG:4326,,,,,31.548333000000003,-111.582778,,,Unspecified,313254111345801,,GWSI,AZ,
AZ_5372,,Unspecified,,EPSG:4326,,,,,31.547778000000005,-111.585,,,Unspecified,313252111350601,,GWSI,AZ,
AZ_5373,,Unspecified,,EPSG:4326,,,,,33.000556,-113.382222,,,Unspecified,330002113225602,,GWSI,AZ,
AZ_5374,,Unspecified,,EPSG:4326,,,,,32.998333,-113.386111,,,Unspecified,325936113230101,,GWSI,AZ,
AZ_5375,,Unspecified,,EPSG:4326,,,,,33.000556,-113.375556,,,Unspecified,330002113222801,,GWSI,AZ,
AZ_5376,,Unspecified,,EPSG:4326,,,,,32.993889,-113.375,,,Unspecified,325938113223001,,GWSI,AZ,
AZ_5377,,Unspecified,,EPSG:4326,,,,,32.993889,-113.381111,,,Unspecified,325938113225201,,GWSI,AZ,
AZ_5378,,Unspecified,,EPSG:4326,,,,,34.718611,-112.555,,,Unspecified,344307112331801,,GWSI,AZ,
AZ_5379,,Unspecified,,EPSG:4326,,,,,35.098611,-111.583056,,,Unspecified,350555111345901,,GWSI,AZ,
AZ_5380,,Unspecified,,EPSG:4326,,,,,34.715,-111.902778,,,Unspecified,344254111541001,,GWSI,AZ,
AZ_5381,,Unspecified,,EPSG:4326,,,,,31.494167,-111.545,,,Unspecified,312939111324201,,GWSI,AZ,
AZ_5382,,Unspecified,,EPSG:4326,,,,,32.623889,-114.158889,,,Unspecified,323726114093201,,GWSI,AZ,
AZ_5383,,Unspecified,,EPSG:4326,,,,,34.77825,-112.526944,,,Unspecified,344643112313501,,GWSI,AZ,
AZ_5384,,Unspecified,,EPSG:4326,,,,,31.683611,-110.243333,,,Unspecified,314101110143601,,GWSI,AZ,
AZ_5385,,Unspecified,,EPSG:4326,,,,,34.543333000000004,-111.86,,,Unspecified,343236111513601,,GWSI,AZ,
AZ_5386,,Unspecified,,EPSG:4326,,,,,32.850833,-111.532778,,,Unspecified,325103111315801,,GWSI,AZ,
AZ_5387,,Unspecified,,EPSG:4326,,,,,32.896583,-111.800415,,,Unspecified,325348111480101,,GWSI,AZ,
AZ_5388,,Unspecified,,EPSG:4326,,,,,31.599861,-109.660139,,,Unspecified,313558109393701,,GWSI,AZ,
AZ_5389,,Unspecified,,EPSG:4326,,,,,33.444028,-112.798306,,,Unspecified,332638112475701,,GWSI,AZ,
AZ_5390,,Unspecified,,EPSG:4326,,,,,34.776111,-112.467222,,,Unspecified,344634112280201,,GWSI,AZ,
AZ_5391,,Unspecified,,EPSG:4326,,,,,31.955556,-110.446944,,,Unspecified,315720110264901,,GWSI,AZ,
AZ_5392,,Unspecified,,EPSG:4326,,,,,33.050636,-112.245303,,,Unspecified,330300112144401,,GWSI,AZ,
AZ_5393,,Unspecified,,EPSG:4326,,,,,33.049083,-112.245333,,,Unspecified,330254112141401,,GWSI,AZ,
AZ_5394,,Unspecified,,EPSG:4326,,,,,33.885278,-112.648333,,,Unspecified,335307112385401,,GWSI,AZ,
AZ_5395,,Unspecified,,EPSG:4326,,,,,33.954722,-112.758333,,,Unspecified,335717112453001,,GWSI,AZ,
AZ_5396,,Unspecified,,EPSG:4326,,,,,34.187222,-111.285278,,,Unspecified,341114111170701,,GWSI,AZ,
AZ_5397,,Unspecified,,EPSG:4326,,,,,34.586667,-112.035,,,Unspecified,343512112020601,,GWSI,AZ,
