"Year","CategoryC","CategoryD","HR","CategoryA","KAcreFt"
2013,"Conveyance Return Flow to Mexico","URB26C","North Coast","Urban",0
2013,"Conveyance Deep Percolation to Oregon","URB26D","North Coast","Urban",0
2013,"Conveyance Deep Percolation to Nevada","URB26E","North Coast","Urban",0
2013,"Conveyance Deep Percolation to Mexico","URB26F","North Coast","Urban",0
2013,"Conveyance Return Flows to Salt Sink","URB27A","North Coast","Urban",0.1
2013,"Conveyance Return Flow for Delta Outflow","URB27B","North Coast","Urban",0
2013,"Conveyance Return Flow to Developed Supply (Other DAUCO within PA)","URB28A","North Coast","Urban",0.1
2013,"Conveyance Return Flow to Developed Supply (Other PA)","URB28B","North Coast","Urban",0
2013,"Conveyance Return Flow to Developed Supply (Other Region)","URB28C","North Coast","Urban",0
2013,"Conveyance Seepage","URB29","North Coast","Urban",0
2013,"Applied Water - Residential - Multi Family Interior","URB3","North Coast","Urban",10.1
2013,"Conveyance Deep Percolation","URB30","North Coast","Urban",3.5
2013,"Conveyance Deep Percolation to Salt Sink","URB31","North Coast","Urban",0
2013,"Applied Water - Residential - Multi Family Exterior","URB4","North Coast","Urban",2.5
2013,"Applied Water - Commercial Use","URB5","North Coast","Urban",18.3
2013,"Applied Water - Industrial Use","URB6","North Coast","Urban",2.6
2013,"Applied Water - Urban Large Landscape","URB7","North Coast","Urban",12
2013,"Applied Water - Energy Production","URB8","North Coast","Urban",28.1
2013,"Applied Water - Groundwater","URB9","North Coast","Urban",0
2013,"Applied Water Use","AWUWSR","North Coast","Wild and Scenic River",12873.2
2013,"Depletion","DEPWSR","North Coast","Wild and Scenic River",12873.2
2013,"Net Water Use (Applied Water - Reuse)","NW1WSR","North Coast","Wild and Scenic River",12873.2
2013,"Net Water Use (ETAW + Flow/Salt Sink + Outflow)","NW2WSR","North Coast","Wild and Scenic River",12873.2
2013,"Applied Water","WSR1","North Coast","Wild and Scenic River",12873.2
2013,"Reuse of Return Flows within DAUCO","WSR2","North Coast","Wild and Scenic River",0
2013,"Return Flow to Salt Sink","WSR3A","North Coast","Wild and Scenic River",12873.2
2013,"Return Flow to Oregon - Mexico - Nevada","WSR3B","North Coast","Wild and Scenic River",0
2013,"Return Flow for Delta Outflow","WSR3C","North Coast","Wild and Scenic River",0
2013,"Return Flow to Developed Supply (Other DAUCO within PA)","WSR4A","North Coast","Wild and Scenic River",0
2013,"Return Flow to Developed Supply (Other PA)","WSR4B","North Coast","Wild and Scenic River",0
2013,"Return Flow to Developed Supply (Other Region)","WSR4C","North Coast","Wild and Scenic River",0
2013,"Applied Water","AG1","North Lahontan","Agriculture",332
2013,"Return Flow to Salt Sink","AG10A","North Lahontan","Agriculture",3.7
2013,"Return Flow for Delta Outflow","AG10B","North Lahontan","Agriculture",0
2013,"Return Flow to Developed Supply (Other DAUCO within PA)","AG11A","North Lahontan","Agriculture",0.2
2013,"Return Flow to Developed Supply (Other PA)","AG11B","North Lahontan","Agriculture",0
2013,"Return Flow to Developed Supply (Other Region)","AG11C","North Lahontan","Agriculture",0
2013,"Return Flow to Carryover Storage for Next Water Year within DAU","AG11D","North Lahontan","Agriculture",0.6
2013,"Return Flows Evaporation and Evapotranspiration","AG12","North Lahontan","Agriculture",14.9
2013,"Conveyance Evaporation and ETAW","AG17","North Lahontan","Agriculture",7.8
2013,"Conveyance Return Flow to Oregon","AG18A","North Lahontan","Agriculture",0
2013,"Conveyance Return Flow to Nevada","AG18B","North Lahontan","Agriculture",0
2013,"Conveyance Return Flow to Mexico","AG18C","North Lahontan","Agriculture",0
2013,"Conveyance Deep Percolation to Oregon","AG18D","North Lahontan","Agriculture",0
2013,"Conveyance Deep Percolation to Nevada","AG18E","North Lahontan","Agriculture",0
2013,"Conveyance Deep Percolation to Mexico","AG18F","North Lahontan","Agriculture",0
2013,"Conveyance Return Flows to Salt Sink","AG19A","North Lahontan","Agriculture",0.3
