WaterSourceUUID,Geometry,GNISFeatureNameCV,WaterQualityIndicatorCV,WaterSourceName,WaterSourceNativeID,WaterSourceTypeCV
MTwr_WS102,,,Fresh,HAY CREEK,WaDEMT_WS102,Surface Water
MTwr_WS103,,,Fresh,"SUBIRRIGATION, UNNAMED TRIBUTARY OF BOXELDER CREEK",WaDEMT_WS103,Surface Water
MTwr_WS104,,,Fresh,UNNAMED TRIBUTARY OF HUMBOLT CREEK,WaDEMT_WS104,Surface Water
MTwr_WS105,,,Fresh,FOSTER DRAW,WaDEMT_WS105,Surface Water
MTwr_WS106,,,Fresh,FRESH WATER DRAW,WaDEMT_WS106,Surface Water
MTwr_WS107,,,Fresh,UNNAMED TRIBUTARY OF MAVERICK GULCH,WaDEMT_WS107,Surface Water
MTwr_WS108,,,Fresh,SAND CREEK,WaDEMT_WS108,Surface Water
MTwr_WS109,,,Fresh,"SPRING, UNNAMED TRIBUTARY OF HUMBOLT CREEK",WaDEMT_WS109,Groundwater
MTwr_WS110,,,Fresh,UNNAMED TRIBUTARY OF UNNAMED TRIBUTARY OF NORTH FORK COAL BANK CREEK,WaDEMT_WS110,Surface Water
MTwr_WS111,,,Fresh,"SPRING, UNNAMED TRIBUTARY OF SODA CREEK",WaDEMT_WS111,Groundwater
MTwr_WS112,,,Fresh,"SPRING, UNNAMED TRIBUTARY OF HORSE CREEK",WaDEMT_WS112,Groundwater
MTwr_WS113,,,Fresh,KELTNER DRAW,WaDEMT_WS113,Surface Water
MTwr_WS114,,,Fresh,UNNAMED TRIBUTARY OF CARR DRAW,WaDEMT_WS114,Surface Water
MTwr_WS115,,,Fresh,UNNAMED TRIBUTARY OF KELTNER DRAW,WaDEMT_WS115,Surface Water
MTwr_WS116,,,Fresh,CARR DRAW,WaDEMT_WS116,Surface Water
MTwr_WS117,,,Fresh,"SPRING, UNNAMED TRIBUTARY OF PRAIRIE DOG CREEK",WaDEMT_WS117,Groundwater
MTwr_WS118,,,Fresh,UNNAMED TRIBUTARY OF PRAIRIE DOG CREEK,WaDEMT_WS118,Surface Water
MTwr_WS119,,,Fresh,UNNAMED TRIBUTARY OF HAWKSNEST CREEK,WaDEMT_WS119,Surface Water
MTwr_WS120,,,Fresh,"COAL BANK CREEK, SOUTH FORK",WaDEMT_WS120,Surface Water
MTwr_WS121,,,Fresh,BIG RAMME CREEK,WaDEMT_WS121,Surface Water
MTwr_WS122,,,Fresh,SHORT DRAW,WaDEMT_WS122,Surface Water
MTwr_WS123,,,Fresh,"BOXELDER CREEK, WEST FORK",WaDEMT_WS123,Surface Water
MTwr_WS124,,,Fresh,COAL BANK CREEK,WaDEMT_WS124,Surface Water
MTwr_WS125,,,Fresh,HARMON CREEK,WaDEMT_WS125,Surface Water
MTwr_WS126,,,Fresh,"SPRING, UNNAMED TRIBUTARY OF HARMON CREEK",WaDEMT_WS126,Groundwater
MTwr_WS127,,,Fresh,UNNAMED TRIBUTARY OF COW CREEK,WaDEMT_WS127,Surface Water
MTwr_WS128,,,Fresh,UNNAMED TRIBUTARY OF UNNAMED TRIBUTARY OF WEST FORK T L CREEK,WaDEMT_WS128,Surface Water
MTwr_WS129,,,Fresh,UNNAMED TRIBUTARY OF UNNAMED TRIBUTARY OF EAST FORK T L CREEK,WaDEMT_WS129,Surface Water
MTwr_WS130,,,Fresh,COW CREEK,WaDEMT_WS130,Surface Water
MTwr_WS131,,,Fresh,"SPRING, UNNAMED TRIBUTARY OF T L CREEK",WaDEMT_WS131,Groundwater
